iso3c,year,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se
NAM,2000,66.9,2.9,70.5,3.1
NAM,2001,66.9,2.8,70.5,3
NAM,2002,66.9,2.8,70.4,2.9
NAM,2003,66.8,2.7,70.4,2.8
NAM,2004,66.8,2.5,70.4,2.7
NAM,2005,66.8,2.6,70.3,2.7
NAM,2006,66.7,2.6,70.2,2.8
NAM,2007,66.6,2.6,70.1,2.8
NAM,2008,66.5,2.5,70,2.8
NAM,2009,66.4,2.5,69.8,2.8
NAM,2010,66.3,2.6,69.8,2.9
NAM,2011,66.3,2.7,69.7,3
NAM,2012,66.3,2.9,69.6,3
NAM,2013,66.2,3,69.6,3.1
NAM,2014,66.2,3,69.5,3.3
NAM,2015,66.1,3.1,69.4,3.2
NAM,2016,66.1,3.1,69.4,3.3
NRU,2006,45.2,6.1,47.7,6.5
NPL,1977,38.8,3.2,40.4,3.5
NPL,1978,38.7,3.2,40.2,3.4
NPL,1979,38.5,3,40.1,3.4
NPL,1980,38.3,2.9,40,3.3
NPL,1981,38.2,3,39.8,3.3
NPL,1982,38,2.9,39.7,3.2
NPL,1983,37.8,2.9,39.5,3.1
NPL,1984,37.6,2.8,39.3,3
NPL,1985,37.7,2.8,39.4,3.1
NPL,1986,37.7,2.8,39.5,3.1
NPL,1987,37.8,2.8,39.6,3
NPL,1988,37.8,2.8,39.7,3
NPL,1989,37.9,2.7,39.8,3
NPL,1990,37.9,2.7,40,2.9
NPL,1991,38,2.7,40,2.8
NPL,1992,38.1,2.6,40.1,2.8
NPL,1993,38.1,2.6,40.2,2.6
NPL,1994,38.2,2.6,40.3,2.6
NPL,1995,38.2,2.4,40.4,2.4
NPL,1996,38.2,2.4,40.5,2.3
NPL,1997,38.3,2.4,40.7,2.5
NPL,1998,38.4,2.5,40.8,2.5
NPL,1999,38.5,2.4,40.9,2.4
NPL,2000,38.6,2.4,41,2.5
NPL,2001,38.7,2.4,41.2,2.5
NPL,2002,38.8,2.4,41.3,2.5
NPL,2003,38.9,2.4,41.4,2.5
NPL,2004,38.8,2.4,41.4,2.5
NPL,2005,38.7,2.5,41.3,2.6
NPL,2006,38.6,2.5,41.1,2.7
NPL,2007,38.4,2.5,41,2.8
NPL,2008,38.2,2.6,40.8,2.8
NPL,2009,38.1,2.5,40.6,2.9
NPL,2010,38,2.7,40.4,2.9
NLD,1977,23.9,1.3,43.9,2.2
NLD,1978,23.9,1.4,44.1,2.1
NLD,1979,24,1.3,44.3,2
NLD,1980,24.1,1.3,44.6,2
NLD,1981,24.1,1.2,44.9,1.9
NLD,1982,24.3,1.2,45.2,1.8
NLD,1983,24.4,1.1,45.7,1.6
NLD,1984,24.4,1,45.6,1.5
NLD,1985,24.3,0.9,45.6,1.5
NLD,1986,24.3,0.9,45.8,1.4
NLD,1987,24.3,0.7,45.9,1.3
NLD,1988,24.6,0.9,45.7,1.3
NLD,1989,25,0.9,45.6,1.2
NLD,1990,25.5,0.9,45.6,1.1
NLD,1991,25.6,1,45.7,1.2
NLD,1992,25.7,0.9,45.8,1.2
NLD,1993,25.9,0.8,46,1.1
NLD,1994,26,0.9,46,1.2
NLD,1995,25.8,0.9,45.9,1.3
NLD,1996,25.5,1,45.7,1.4
NLD,1997,25.2,1,45.5,1.4
NLD,1998,24.8,1,45.3,1.3
NLD,1999,24.4,0.8,45,1.2
NLD,2000,24.9,0.8,45.3,1.3
NLD,2001,25.3,1,45.6,1.4
NLD,2002,25.6,1.1,45.9,1.3
NLD,2003,25.9,1,46.1,1.2
NLD,2004,26.2,0.9,46.4,1.1
NLD,2005,26.4,0.8,46.7,1.1
NLD,2006,26.6,0.8,46.9,1.1
NLD,2007,26.7,0.8,46.9,1
NLD,2008,26.5,0.8,46.9,1
NLD,2009,26.2,0.7,46.8,1
NLD,2010,26,0.7,46.7,0.9
NLD,2011,26.1,0.7,46.8,1
NLD,2012,26.2,0.6,47,0.9
NLD,2013,26.4,0.7,47.4,0.9
NLD,2014,26.7,0.7,47.5,1.1
NLD,2015,26.7,0.8,47.5,1.2
NLD,2016,26.6,0.9,47.5,1.4
NLD,2017,26.6,1.1,47.4,1.6
NLD,2018,26.6,1.3,47.4,1.8
NZL,1982,26.9,0.3,41.4,2.8
NZL,1983,26.8,0.7,41.6,2.7
NZL,1984,26.7,0.8,41.7,2.5
NZL,1985,26.7,0.7,41.8,2.5
NZL,1986,26.6,0.3,42,2.4
NZL,1987,27.3,0.8,42.3,2.4
NZL,1988,28.1,0.8,42.6,2.3
NZL,1989,29.2,0.9,42.9,2.3
NZL,1990,30.4,0.7,43.3,2.2
NZL,1991,31.5,0.3,43.6,2.2
NZL,1992,31.7,0.8,44,2.3
NZL,1993,32,0.9,44.3,2.3
NZL,1994,32.3,0.9,44.5,2.2
NZL,1995,32.7,0.7,44.8,2.2
NZL,1996,33,0.4,45,2.2
NZL,1997,32.9,0.8,45.2,2.2
NZL,1998,32.9,1,45.4,2.2
NZL,1999,32.8,1.1,45.6,2.3
NZL,2000,32.7,1.1,45.8,2.2
NZL,2001,32.6,1.2,45.9,2.3
NZL,2002,32.5,1.2,46,2.3
NZL,2003,32.4,1.2,46.1,2.2
NZL,2004,32.3,1.2,46.2,2.2
NZL,2005,32.2,1.3,46.2,2.3
NZL,2006,32.1,1.2,46.3,2.2
NZL,2007,32,1.1,46.3,2.2
NZL,2008,31.9,1,46.4,2.1
NZL,2009,31.8,1,46.4,2.1
NZL,2010,31.8,1,46.5,2.1
NZL,2011,31.9,1,46.6,2.2
NZL,2012,32.1,1,46.7,2.2
NZL,2013,32.4,1.1,46.8,2.4
NZL,2014,32.6,1.2,46.8,2.5
NZL,2015,32.7,1.3,46.9,2.6
NZL,2016,32.7,1.4,46.9,2.7
NZL,2017,32.8,1.5,46.9,2.9
NZL,2018,32.8,1.6,46.9,3.1
NIC,1993,51,1.8,53.1,2.6
NIC,1994,50.7,1.8,52.9,2.5
NIC,1995,50.5,1.8,52.8,2.5
NIC,1996,50.2,1.8,52.6,2.5
NIC,1997,49.9,1.7,52.4,2.4
NIC,1998,49.7,1.6,52.2,2.3
NIC,1999,49.2,1.6,51.9,2.3
NIC,2000,48.8,1.6,51.6,2.2
NIC,2001,48.3,1.6,51.2,2.1
NIC,2002,47.6,1.6,50.8,2.1
NIC,2003,47.1,1.6,50.3,2.1
NIC,2004,46.4,1.6,49.9,2.1
NIC,2005,45.8,1.5,49.5,2.2
NIC,2006,45.2,1.6,49.1,2.2
NIC,2007,44.6,1.6,48.8,2.3
NIC,2008,44.1,1.5,48.4,2.3
NIC,2009,43.5,1.5,48.1,2.2
NIC,2010,43.5,1.7,48,2.4
NIC,2011,43.4,1.7,47.9,2.5
NIC,2012,43.4,1.8,47.8,2.6
NIC,2013,43.3,1.8,47.7,2.6
NIC,2014,43.3,1.8,47.6,2.7
NER,1992,39.5,2.9,42,3.2
NER,1993,39.5,2.9,42.1,3.1
NER,1994,39.6,2.9,42.2,3.1
NER,1995,39.6,2.8,42.1,3.1
NER,1996,39.6,2.8,42.2,3
NER,1997,39.6,2.7,42.2,3
NER,1998,39.6,2.8,42.3,2.9
NER,1999,39.6,2.6,42.3,2.8
NER,2000,39.6,2.5,42.3,2.8
NER,2001,39.6,2.5,42.3,2.8
NER,2002,39.7,2.4,42.3,2.7
NER,2003,39.8,2.4,42.4,2.6
NER,2004,39.8,2.3,42.4,2.5
NER,2005,39.8,2.2,42.4,2.4
NER,2006,39.5,2.2,42,2.4
NER,2007,39.2,2.2,41.7,2.4
NER,2008,38.9,2.3,41.3,2.4
NER,2009,38.6,2.3,41,2.5
NER,2010,38.4,2.3,40.6,2.5
NER,2011,38.1,2.4,40.3,2.5
NER,2012,38,2.4,40.2,2.6
NER,2013,37.9,2.5,40.1,2.7
NER,2014,37.8,2.6,40,2.7
NGA,1985,43.1,3.2,45.8,3.6
NGA,1986,43.2,3.2,45.9,3.5
NGA,1987,43.3,3,46,3.4
NGA,1988,43.4,3.1,46.2,3.4
NGA,1989,43.5,3,46.4,3.4
NGA,1990,43.6,2.9,46.5,3.3
NGA,1991,43.7,2.9,46.6,3.2
NGA,1992,43.8,2.7,46.7,3.1
NGA,1993,43.8,2.7,46.7,3.1
NGA,1994,43.9,2.7,46.8,2.9
NGA,1995,43.9,2.7,46.9,2.9
NGA,1996,44,2.6,47,2.8
NGA,1997,43.9,2.5,46.9,2.7
NGA,1998,43.8,2.5,46.8,2.7
NGA,1999,43.7,2.4,46.7,2.6
NGA,2000,43.7,2.4,46.6,2.6
NGA,2001,43.6,2.4,46.5,2.5
NGA,2002,43.6,2.3,46.4,2.4
NGA,2003,43.5,2.2,46.3,2.3
NGA,2004,43.6,2.2,46.3,2.3
NGA,2005,43.5,2.2,46.2,2.3
NGA,2006,43.5,2.3,46.2,2.4
NGA,2007,43.5,2.3,46.2,2.3
NGA,2008,43.5,2.4,46.2,2.4
NGA,2009,43.6,2.3,46.3,2.4
NGA,2010,43.6,2.4,46.3,2.4
NGA,2011,43.4,2.5,46.2,2.7
NGA,2012,43.3,2.6,46,2.7
NGA,2013,43.2,2.7,45.9,2.9
NGA,2014,43.1,2.7,45.8,3
NGA,2015,43,3,45.7,3
NGA,2016,42.9,3.1,45.5,3.2
NGA,2017,42.8,3.1,45.3,3.2
NGA,2018,42.7,3.1,45.2,3.2
NOR,1970,26,1.2,42.3,2.1
NOR,1971,26.1,1.2,42.3,2
NOR,1972,26.1,1.2,42.3,1.9
NOR,1973,26.2,1.1,42.2,1.8
NOR,1974,25.8,1.2,41.8,1.7
NOR,1975,25.5,1.2,41.3,1.7
NOR,1976,25.2,1.1,40.9,1.6
NOR,1977,24.6,1.1,40,1.4
NOR,1978,24,1,39.3,1.2
NOR,1979,23.3,0.7,38.5,0.9
NOR,1980,23.6,0.9,38.6,1.2
NOR,1981,23.9,1,38.7,1.3
NOR,1982,24.2,1,38.8,1.3
NOR,1983,23.9,1,38.4,1.4
NOR,1984,23.6,1,38.1,1.3
NOR,1985,23.3,0.9,37.7,1.2
NOR,1986,22.9,0.6,37.2,0.9
NOR,1987,22.1,0.7,37.3,1
NOR,1988,21.8,0.7,37.6,0.9
NOR,1989,22.4,0.7,38.3,1
NOR,1990,22.5,0.7,38.7,1
NOR,1991,22.8,0.8,39.2,0.9
NOR,1992,22.9,0.7,39.7,1
NOR,1993,23.4,0.8,40.4,1
NOR,1994,23.9,0.7,41.3,1
NOR,1995,24.1,0.7,41.9,0.9
NOR,1996,24.4,0.8,42.2,1
NOR,1997,24.6,0.8,42.4,1
NOR,1998,24.4,0.7,42.4,1
NOR,1999,24.6,0.8,42.7,1
NOR,2000,24.9,0.8,43.1,0.9
NOR,2001,24.8,0.7,43.4,0.9
NOR,2002,25.8,0.7,44.7,1
NOR,2003,26.4,0.6,45.5,0.9
NOR,2004,26.2,0.7,45.8,0.8
NOR,2005,26.2,0.7,45.7,0.9
NOR,2006,25.3,0.6,44.9,0.8
NOR,2007,24.7,0.2,44.4,0.3
NOR,2008,24.7,0.6,44.1,0.7
NOR,2009,24.6,0.6,44.2,0.7
NOR,2010,24.7,0.2,45,0.3
NOR,2011,24.5,0.6,44.4,0.7
NOR,2012,24.7,0.6,44.5,0.8
NOR,2013,25.2,0.2,45.1,0.3
NOR,2014,25.4,0.6,44.9,0.8
NOR,2015,25.7,0.7,45.1,1
NOR,2016,25.8,0.7,45.1,1.1
NOR,2017,25.8,0.8,45,1.2
NOR,2018,25.8,1,45,1.5
OMN,2000,37.6,4.1,39.4,4.4
OMN,2001,37.5,4.2,39.3,4.4
OMN,2002,37.4,4.2,39.2,4.4
OMN,2003,37.4,4.3,39.2,4.5
OMN,2004,37.4,4.3,39.1,4.5
OMN,2005,37.3,4.4,39,4.5
OMN,2006,37.3,4.3,39,4.6
OMN,2007,37.2,4.4,39,4.6
OMN,2008,37.2,4.4,38.9,4.6
OMN,2009,37.1,4.5,38.9,4.7
OMN,2010,37.1,4.4,38.8,4.5
PAK,1964,34.3,1.8,36.3,2.2
PAK,1965,34.3,1.8,36.2,2.1
PAK,1966,34.2,1.7,36.2,2
PAK,1967,34.1,1.6,36.1,1.8
PAK,1968,33.8,1.6,35.9,1.7
PAK,1969,33.6,1.5,35.7,1.7
PAK,1970,33.5,1.4,35.5,1.7
PAK,1971,33.4,1.5,35.4,1.6
PAK,1972,33.5,1.5,35.5,1.7
PAK,1973,33.5,1.6,35.6,1.9
PAK,1974,33.7,1.7,35.7,2
PAK,1975,33.8,1.8,35.7,2
PAK,1976,33.9,1.8,35.9,2.1
PAK,1977,34,1.8,35.9,2.1
PAK,1978,34.1,1.8,36,2.2
PAK,1979,34.2,1.8,36.1,2.1
PAK,1980,34.2,1.8,36.1,2.2
PAK,1981,34.2,1.8,36.2,2.1
PAK,1982,34.2,1.8,36.2,2
PAK,1983,34.3,1.8,36.3,2
PAK,1984,34.3,1.7,36.3,2
PAK,1985,34.3,1.5,36.3,1.8
PAK,1986,34.3,1.5,36.3,1.8
PAK,1987,34.4,1.5,36.3,1.7
PAK,1988,34.3,1.5,36.3,1.7
PAK,1989,34.3,1.5,36.3,1.8
PAK,1990,34.4,1.5,36.3,1.8
PAK,1991,34.4,1.6,36.3,1.8
PAK,1992,34.3,1.6,36.2,1.8
PAK,1993,34.2,1.6,36.1,1.8
PAK,1994,34.2,1.7,36.1,1.9
PAK,1995,34.1,1.7,36,2
PAK,1996,34.1,1.7,36,1.9
PAK,1997,34.1,1.7,36,2
PAK,1998,34.1,1.7,36,1.9
PAK,1999,34.1,1.6,36,1.8
PAK,2000,34,1.6,35.9,1.8
PAK,2001,34,1.5,35.9,1.8
PAK,2002,34.2,1.5,36,1.7
PAK,2003,34.2,1.5,36,1.8
PAK,2004,34.3,1.5,36.1,1.7
PAK,2005,34.4,1.5,36.2,1.8
PAK,2006,34.3,1.6,36.1,1.8
PAK,2007,34.3,1.6,36.1,1.9
PAK,2008,34.4,1.7,36.2,1.9
PAK,2009,34.4,1.7,36.1,2
PAK,2010,34.4,1.8,36.1,2.1
PAK,2011,34.4,1.8,36.1,2.1
PAK,2012,34.4,1.9,36.1,2.2
PAK,2013,34.5,2,36.1,2.3
PAK,2014,34.5,2.1,36.1,2.4
PAK,2015,34.5,2.2,36.1,2.5
PLW,2006,47.1,3.4,49.5,3.6
PLW,2007,47.2,3.3,49.7,3.5
PLW,2008,47.3,3.3,49.9,3.5
PLW,2009,47.4,3.2,50,3.5
PLW,2010,47.5,3.1,50.1,3.4
PLW,2011,47.7,3,50.3,3.4
PLW,2012,47.8,3,50.4,3.2
PLW,2013,47.9,2.9,50.6,3.2
PLW,2014,48.1,2.9,50.8,3.2
PSE,1996,36.9,2,39.2,2.3
PSE,1997,37,1.9,39.3,2.2
PSE,1998,37,1.9,39.4,2.1
PSE,1999,37.1,1.9,39.5,2.1
PSE,2000,37.2,1.9,39.6,2
PSE,2001,37.3,1.9,39.7,2
PSE,2002,37.4,1.8,39.8,1.9
PSE,2003,37.5,1.7,39.9,1.9
PSE,2004,37.6,1.6,40,1.7
PSE,2005,37.7,1.6,40.2,1.6
PSE,2006,37.8,1.5,40.2,1.6
PSE,2007,37.9,1.6,40.4,1.7
PSE,2008,37.9,1.7,40.4,1.8
PSE,2009,37.9,1.7,40.4,1.8
PSE,2010,37.9,1.6,40.3,1.9
PSE,2011,37.8,1.8,40.3,2
PSE,2012,37.8,1.9,40.2,2.2
PSE,2013,37.7,2.2,40.1,2.4
PSE,2014,37.7,2.3,40.1,2.5
PSE,2015,37.6,2.4,40,2.7
PSE,2016,37.6,2.5,40,2.8
PAN,1970,49.4,3,52.9,3.7
PAN,1971,49.3,3.1,52.9,3.6
PAN,1972,49.3,3,52.9,3.4
PAN,1973,49.3,2.9,52.9,3.4
PAN,1974,49.3,2.8,52.9,3.4
PAN,1975,49.2,2.8,52.9,3.3
PAN,1976,49.2,2.7,53,3.1
PAN,1977,49.2,2.6,53,3
PAN,1978,49.1,2.5,53,2.9
PAN,1979,49.1,2.3,53,2.8
PAN,1980,49.3,2.3,53.2,2.7
PAN,1981,49.5,2.2,53.5,2.7
PAN,1982,49.6,2.1,53.7,2.6
PAN,1983,49.8,2,53.9,2.6
PAN,1984,50,1.9,54.1,2.5
PAN,1985,50.1,1.8,54.4,2.4
PAN,1986,50.3,1.7,54.6,2.3
PAN,1987,50.5,1.5,54.8,2.2
PAN,1988,50.7,1.4,55.1,2
PAN,1989,50.9,1.2,55.3,1.9
PAN,1990,51,1.2,55.4,2
PAN,1991,51.1,1.1,55.6,1.8
PAN,1992,51.2,1.2,55.7,1.8
PAN,1993,51.2,1.3,55.7,1.8
PAN,1994,51.3,1.2,55.8,1.8
PAN,1995,51.3,1.1,55.9,1.7
PAN,1996,51.4,1.1,55.9,1.6
PAN,1997,51.5,1,55.9,1.5
PAN,1998,51.3,0.9,55.8,1.5
PAN,1999,51.2,0.9,55.8,1.4
PAN,2000,51.2,1,55.7,1.5
PAN,2001,51.3,1,55.5,1.3
PAN,2002,51.1,1,55.3,1.3
PAN,2003,50.8,0.9,54.9,1.4
PAN,2004,50.3,0.9,54.4,1.3
PAN,2005,49.8,0.9,53.9,1.2
PAN,2006,49.5,0.9,53.5,1.2
PAN,2007,48.9,0.8,52.9,1
PAN,2008,48.6,0.8,52.7,1.1
PAN,2009,48.1,0.8,52.4,1
PAN,2010,47.8,0.8,52.2,1
PAN,2011,47.6,0.9,52,1
PAN,2012,47.4,0.9,51.9,1.1
PAN,2013,47.1,1,51.8,1.1
PAN,2014,46.8,0.9,51.6,1.1
PAN,2015,46.6,1,51.6,1.2
PAN,2016,46.5,1,51.6,1.2
PAN,2017,46.4,1.3,51.5,1.4
PAN,2018,46.3,1.6,51.4,1.7
PNG,1996,47.9,3.8,50.6,3.8
PNG,1997,47.9,3.8,50.6,4
PNG,1998,47.9,3.7,50.6,3.9
PNG,1999,47.8,3.7,50.7,3.9
PNG,2000,47.9,3.7,50.7,4
PNG,2001,47.9,3.7,50.7,4
PNG,2002,47.9,3.7,50.7,4
PNG,2003,47.9,3.6,50.7,4
PNG,2004,47.9,3.7,50.7,4
PNG,2005,47.8,3.7,50.7,4
PNG,2006,47.8,3.9,50.6,4.1
PNG,2007,47.7,3.8,50.6,4.1
PNG,2008,47.6,3.8,50.5,4.1
PNG,2009,47.5,3.9,50.4,4.1
PRY,1990,44.5,1.3,49.3,1.8
PRY,1991,46.1,1.4,50.5,1.7
PRY,1992,47.6,1.3,51.7,1.6
PRY,1993,49.1,1.3,52.8,1.5
PRY,1994,50.7,1.1,53.9,1.3
PRY,1995,52.3,0.8,55.1,1
PRY,1996,52,1,54.4,1.1
PRY,1997,51.7,0.9,53.8,0.9
PRY,1998,51.6,1,53.6,1.1
PRY,1999,51.4,0.9,53.3,0.9
PRY,2000,51.6,1,53.3,1
PRY,2001,51.5,0.9,53.3,1
PRY,2002,51.7,0.9,53.6,1
PRY,2003,51.4,0.9,53.2,1
PRY,2004,50.4,1,52.1,1.1
PRY,2005,49.4,0.9,51,1
PRY,2006,49.1,1,50.7,1
PRY,2007,48.6,1,50.2,1.1
PRY,2008,48,0.9,49.6,0.9
PRY,2009,47.6,0.9,49.1,1
PRY,2010,47.9,0.9,49.4,1
PRY,2011,47.9,0.9,49.6,0.9
PRY,2012,46.8,0.8,48.4,0.9
PRY,2013,47,0.9,48.5,1
PRY,2014,46.9,0.8,48.6,0.9
PRY,2015,46.1,0.8,47.7,0.9
PRY,2016,46.3,0.9,48,1
PRY,2017,46.2,1,47.8,1
PRY,2018,46.1,1.3,47.8,1.3
PER,1972,52.9,3.2,56.5,4
PER,1973,53,3.1,56.6,3.9
PER,1974,53,3.1,56.6,3.9
PER,1975,53,3.1,56.7,3.8
PER,1976,53,3.1,56.8,3.8
PER,1977,53,2.9,56.8,3.6
PER,1978,53.1,2.9,56.9,3.5
PER,1979,53.1,2.7,57,3.4
PER,1980,53.2,2.7,57,3.3
PER,1981,53.2,2.6,57,3.2
PER,1982,53.2,2.5,57.1,3.2
PER,1983,53.1,2.4,57.1,3.2
PER,1984,53.1,2.4,57.1,3
PER,1985,53.1,2.4,57.1,3
PER,1986,53,2.3,57.1,2.9
PER,1987,52.9,2.3,57.1,2.8
PER,1988,52.9,2.2,57.1,2.8
PER,1989,52.8,2.2,57.1,2.7
PER,1990,52.8,2.1,57.1,2.6
PER,1991,52.8,2,57,2.5
PER,1992,52.7,2,57,2.4
PER,1993,52.7,1.8,57,2.2
PER,1994,52.6,1.6,57.1,2.1
PER,1995,52.6,1.4,57,1.9
PER,1996,52.5,1.3,57,1.8
PER,1997,52.4,1.1,57.1,1.6
PER,1998,52.5,1,57.1,1.4
PER,1999,52.2,1,56.9,1.3
PER,2000,51.5,0.9,56.6,1.3
PER,2001,51.7,0.9,56.6,1.2
PER,2002,52.2,0.8,56.7,1.1
PER,2003,52.6,0.8,56.8,1
PER,2004,52.4,0.8,56.2,0.9
PER,2005,52.1,0.6,55.7,0.7
PER,2006,51.5,0.7,55,0.7
PER,2007,50.6,0.7,53.8,0.8
PER,2008,49.4,0.6,52.7,0.7
PER,2009,48.5,0.6,51.8,0.7
PER,2010,47.6,0.7,50.8,0.8
PER,2011,46.5,0.6,49.7,0.6
PER,2012,46.1,0.6,49.3,0.7
PER,2013,45.6,0.6,48.8,0.6
PER,2014,45,0.6,48.1,0.6
PER,2015,45,0.6,48.2,0.7
PER,2016,45.1,0.7,48.6,0.8
PER,2017,45.1,1,48.5,1.2
PER,2018,45,1.3,48.4,1.4
PHL,1961,42.9,3.2,47,3.3
PHL,1962,42.9,3.2,47,3.3
PHL,1963,42.9,3.1,47.1,3.2
PHL,1964,42.9,3,47.1,3.2
PHL,1965,42.9,3,47.1,3
PHL,1966,43,3,47.1,3.1
PHL,1967,42.9,2.9,47.1,3
PHL,1968,42.9,3,47.1,3
PHL,1969,42.9,2.9,47.1,3
PHL,1970,42.8,2.8,47,2.9
PHL,1971,42.8,2.7,47,2.8
PHL,1972,42.8,2.7,46.9,2.9
PHL,1973,42.7,2.8,46.8,2.9
PHL,1974,42.6,2.8,46.8,2.9
PHL,1975,42.6,2.8,46.7,2.9
PHL,1976,42.5,2.8,46.6,2.9
PHL,1977,42.4,2.7,46.6,2.8
PHL,1978,42.4,2.7,46.5,2.9
PHL,1979,42.3,2.6,46.5,2.8
PHL,1980,42.2,2.5,46.4,2.8
PHL,1981,42.2,2.5,46.3,2.6
PHL,1982,42.1,2.4,46.2,2.5
PHL,1983,42,2.3,46.2,2.4
PHL,1984,41.9,2.2,46.1,2.3
PHL,1985,41.9,2.1,46,2.2
PHL,1986,41.9,2.1,46.1,2.2
PHL,1987,41.8,2.1,46.1,2.1
PHL,1988,41.9,2.1,46.1,2
PHL,1989,41.9,2.1,46.2,2
PHL,1990,42,2.1,46.2,2
PHL,1991,42.1,2.1,46.3,2
PHL,1992,42.2,2.1,46.3,2
PHL,1993,42.3,2.1,46.4,2.1
PHL,1994,42.3,2,46.4,2
PHL,1995,42.4,2,46.5,2.1
PHL,1996,42.5,2.1,46.6,2
PHL,1997,42.6,2.1,46.7,2
PHL,1998,42.5,2,46.5,2
PHL,1999,42.4,2.1,46.4,2
PHL,2000,42.4,2.1,46.4,2
PHL,2001,42.2,2.1,46.2,2
PHL,2002,42,2.2,46.1,2
PHL,2003,41.9,2.1,45.9,2
PHL,2004,41.8,2.2,45.9,2
PHL,2005,41.7,2.1,45.8,2
PHL,2006,41.6,2.1,45.7,2
PHL,2007,41.6,2.2,45.7,2.1
PHL,2008,41.5,2.2,45.6,2.1
PHL,2009,41.5,2.2,45.6,2
PHL,2010,41.4,2.2,45.5,2.1
PHL,2011,41.3,2.2,45.4,2.2
PHL,2012,41.2,2.2,45.3,2.3
PHL,2013,41.1,2.4,45.2,2.4
PHL,2014,41.1,2.5,45.1,2.5
PHL,2015,41,2.5,45,2.4
POL,1983,24.9,1.2,36.7,1.7
POL,1984,24.9,1,36.7,1.4
POL,1985,24.9,0.7,36.8,1
POL,1986,25.8,0.6,36.9,0.8
POL,1987,24.8,0.6,37.3,0.9
POL,1988,24.4,0.6,37.7,0.9
POL,1989,24.2,0.6,38,0.9
POL,1990,23.9,0.5,38.1,0.8
POL,1991,24.2,0.5,38.6,0.8
POL,1992,25.7,0.6,40.2,0.8
POL,1993,26.8,0.6,42.2,0.9
POL,1994,28,0.6,44.1,0.8
POL,1995,29.8,0.6,46.2,0.6
POL,1996,28.7,0.6,45.8,0.8
POL,1997,28.6,0.6,46,0.9
POL,1998,28.6,0.7,46.6,0.9
POL,1999,28.9,0.5,47.5,0.6
POL,2000,29.2,0.7,47.8,0.9
POL,2001,29.5,0.7,48.4,1
POL,2002,30,0.7,49.2,1
POL,2003,30.9,0.7,50.6,0.9
POL,2004,31.6,0.5,52,0.6
POL,2005,31.9,0.6,51.3,0.8
POL,2006,31.6,0.6,50.5,0.8
POL,2007,31.3,0.4,49.7,0.6
POL,2008,31.1,0.6,49.1,0.8
POL,2009,30.9,0.6,48.6,0.8
POL,2010,31,0.5,48.3,0.6
POL,2011,30.8,0.7,48.2,0.8
POL,2012,30.9,0.6,48.3,0.8
POL,2013,31.3,0.5,48.5,0.6
POL,2014,30.4,0.7,47.9,0.9
POL,2015,29.7,0.6,47.4,0.9
POL,2016,29.1,0.5,47.3,0.6
POL,2017,28.7,0.7,46.5,1
POL,2018,28.6,1.1,46.5,1.4
PRT,1968,32,3,49.7,5
PRT,1969,32,2.9,49.8,4.9
PRT,1970,32.2,2.9,49.9,4.7
PRT,1971,32.3,2.9,50.1,4.7
PRT,1972,32.4,2.9,50.2,4.7
PRT,1973,32.4,2.8,50.3,4.6
PRT,1974,32.5,2.7,50.4,4.5
PRT,1975,32.7,2.7,50.6,4.5
PRT,1976,32.8,2.8,50.7,4.4
PRT,1977,33,2.6,50.8,4.4
PRT,1978,33.2,2.6,51,4.3
PRT,1979,33.3,2.6,51.1,4.3
PRT,1980,33.5,2.6,51.2,4.2
PRT,1981,33.5,2.6,51.3,4.1
PRT,1982,33.6,2.5,51.4,3.9
PRT,1983,33.6,2.5,51.5,3.9
PRT,1984,33.6,2.4,51.6,3.8
PRT,1985,33.7,2.4,51.6,3.7
PRT,1986,33.6,2.4,51.7,3.7
PRT,1987,33.7,2.3,51.8,3.6
PRT,1988,33.7,2.2,51.9,3.4
PRT,1989,33.7,2.2,52,3.3
PRT,1990,33.7,2.1,52.1,3.4
PRT,1991,33.7,2,52.1,3.3
PRT,1992,33.7,1.9,52.2,3.2
PRT,1993,33.6,1.9,52.3,3
PRT,1994,33.6,1.8,52.3,2.8
PRT,1995,33.6,1.7,52.3,2.8
PRT,1996,33.5,1.6,52.3,2.7
PRT,1997,33.5,1.5,52.3,2.6
PRT,1998,33.5,1.5,52.4,2.5
PRT,1999,33.5,1.5,52.4,2.5
PRT,2000,33.6,1.4,52.4,2.4
PRT,2001,33.7,1.4,52.4,2.3
PRT,2002,33.8,1.4,52.5,2.3
PRT,2003,34,1.3,52.5,2.3
PRT,2004,34.1,1.3,52.5,2.2
PRT,2005,34.2,1.2,52.4,2.1
PRT,2006,34.1,1.1,52.4,2
PRT,2007,34,1.1,52.2,2
PRT,2008,33.8,1.1,52.1,2
PRT,2009,33.6,1.1,51.9,2
PRT,2010,33.5,1.1,51.9,2
PRT,2011,33.5,1.2,51.8,2
PRT,2012,33.5,1.1,51.7,2
PRT,2013,33.4,1.2,51.7,2
PRT,2014,33.3,1.3,51.5,2.1
PRT,2015,33.2,1.3,51.4,2.2
PRT,2016,33,1.4,51.3,2.3
PRT,2017,32.8,1.5,51.2,2.4
PRT,2018,32.9,1.7,51.2,2.6
PRI,1963,46.5,3.4,50.6,4.5
PRI,1964,46.7,3.3,50.8,4.4
PRI,1965,46.8,3.4,50.9,4.3
